_id,chart,coordinates,depth,feature_type,gp_quality,history,latdec,londec,quasou,recrd,sounding_type,vesslterms,watlev
578f6fa2df35c7fbdbaed8f6,"US,US,reprt,L-1453/14","[-72.7023773,19.4491062]",0,"Wrecks - Submerged, dangerous",,,19.4491062,-72.7023773,,,,,always under water/submerged
578f6fa2df35c7fbdbaed8f7,"US,US,reprt,L-1453/14","[-72.7018204,19.4484844]",3.6,"Wrecks - Submerged, dangerous",,,19.4484844,-72.7018204,,,,,always under water/submerged
578f6fa2df35c7fbdbaed8f8,"US,US,reprt,L-1453/14","[-72.6970673,19.4474258]",0,"Wrecks - Submerged, dangerous",,wrecks,19.4474258,-72.6970673,,,,,always under water/submerged
578f6fa2df35c7fbdbaed8f9,"US,US,reprt,L-1453/14","[-72.7016067,19.4462624]",0,Wrecks - Visible,,,19.4462624,-72.7016067,,,,,always dry
578f6fa2df35c7fbdbaed8fa,"US,US,reprt,L-1453/14","[-72.7044373,19.4452934]",0,Wrecks - Visible,,,19.4452934,-72.7044373,,,,,always dry
578f6fa2df35c7fbdbaed8fb,"US,US,reprt,L-1453/14","[-72.1437149,19.7573872]",0,Wrecks - Visible,,,19.7573872,-72.1437149,,,,,always dry
578f6fa2df35c7fbdbaed8fc,"US,US,reprt,L-1453/14","[-72.1836319,19.7738743]",0,"Wrecks - Submerged, dangerous",,,19.7738743,-72.1836319,,,,,always under water/submerged
578f6fa2df35c7fbdbaed8fd,"US,U1,graph,DNC H1415410","[-79.5195465,8.923214]",0,"Wrecks - Submerged, dangerous",,,8.923214,-79.5195465,depth unknown,,,,always under water/submerged
578f6fa2df35c7fbdbaed8fe,"US,U1,graph,DNC H1415410","[-79.5262527,8.9186192]",0,"Wrecks - Submerged, dangerous",,,8.9186192,-79.5262527,depth unknown,,,,always under water/submerged
578f6fa2df35c7fbdbaed8ff,"US,U1,graph,DNC H1415410","[-79.5571594,8.8728724]",0,"Wrecks - Submerged, dangerous",,,8.8728724,-79.5571594,depth unknown,,,,always under water/submerged
578f6fa2df35c7fbdbaed900,"US,U1,graph,DNC H1415410","[-79.5541916,8.8552675]",0,Wrecks - Visible,,reported in 2004,8.8552675,-79.5541916,,,,,always dry
578f6fa2df35c7fbdbaed901,"US,U1,graph,DNC H1415410","[-79.5722198,8.9507504]",0,Wrecks - Visible,,,8.9507504,-79.5722198,,,,,always dry
578f6fa2df35c7fbdbaed902,"US,U1,graph,DNC H1415410","[-79.5539856,8.7999086]",0,"Wrecks - Submerged, dangerous",,,8.7999086,-79.5539856,depth unknown,,,,always under water/submerged
578f6fa2df35c7fbdbaed903,"US,US,reprt,L-1740/14","[-79.5280555,8.8583218]",13,"Wrecks - Submerged, dangerous",,,8.8583218,-79.5280555,depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed904,"US,US,graph,Chart 16762","[-137.718712,58.662951]",0,"Wrecks - Submerged, dangerous",,,58.662951,-137.718712,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaed905,"US,US,graph,Chart 17303","[-136.6567145,57.9445378]",0,"Wrecks - Submerged, nondangerous",,,57.9445378,-136.6567145,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaed906,"US,US,graph,Chart 17314","[-134.0123833,58.068524]",0,Wrecks - Visible,,,58.068524,-134.0123833,,,,,always dry
578f6fa3df35c7fbdbaed907,"US,US,graph,Chart 17322","[-136.133004,57.612355]",0,"Wrecks - Submerged, dangerous",,,57.612355,-136.133004,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaed908,"US,US,graph,Chart 17331","[-134.6503202,56.2538478]",0,Wrecks - Visible,,,56.2538478,-134.6503202,,,,,always dry
578f6fa3df35c7fbdbaed909,"US,US,graph,Chart 17322","[-136.0946038,57.6620788]",0,"Wrecks - Submerged, dangerous",,,57.6620788,-136.0946038,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaed90a,"US,US,graph,Chart 17331","[-134.648336,56.254432]",0,Wrecks - Visible,,,56.254432,-134.648336,,,,,always dry
578f6fa3df35c7fbdbaed90b,"US,US,graph,Chart 17331","[-134.650073,56.2536348]",0,Wrecks - Visible,,,56.2536348,-134.650073,,,,,always dry
578f6fa3df35c7fbdbaed90c,"US,US,graph,Chart 17331","[-134.649606,56.254019]",0,Wrecks - Visible,,,56.254019,-134.649606,,,,,always dry
578f6fa3df35c7fbdbaed90d,"US,US,graph,Chart 17362","[-133.9351903,57.4732684]",18.2,"Wrecks - Submerged, dangerous",,,57.4732684,-133.9351903,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed90e,"US,US,graph,Chart 17367","[-132.7989036,57.0781708]",0,"Wrecks - Submerged, dangerous",,,57.0781708,-132.7989036,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaed90f,"US,US,graph,Chart 17370","[-134.2126352,56.6089607]",0,Wrecks - Visible,,,56.6089607,-134.2126352,,,,,always dry
578f6fa3df35c7fbdbaed910,"US,US,graph,Chart 17370","[-134.187136,56.6179893]",0,Wrecks - Visible,,,56.6179893,-134.187136,,,,,always dry
578f6fa3df35c7fbdbaed911,"US,US,graph,Chart 16712","[-147.417515,60.719757]",0,Wrecks - Visible,,,60.719757,-147.417515,,,,,always dry
578f6fa3df35c7fbdbaed912,"US,US,graph,Chart 16662","[-151.346957,60.516213]",5.1,"Wrecks - Submerged, dangerous",,,60.516213,-151.346957,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed913,"US,US,graph,Chart 16665","[-149.914236,61.2944861]",0,"Wrecks - Submerged, dangerous",,,61.2944861,-149.914236,depth unknown,,,,covers and uncovers
578f6fa3df35c7fbdbaed914,"US,US,graph,Chart 16646","[-151.4358916,59.6091268]",0,Wrecks - Visible,,,59.6091268,-151.4358916,,,,,always dry
578f6fa3df35c7fbdbaed915,"US,US,graph,Chart 16646","[-151.4383088,59.6104645]",0,Wrecks - Visible,,,59.6104645,-151.4383088,,,,,always dry
578f6fa3df35c7fbdbaed916,"US,US,graph,Chart 16646","[-151.4378285,59.6102251]",0,Wrecks - Visible,,,59.6102251,-151.4378285,,,,,always dry
578f6fa3df35c7fbdbaed917,"US,US,graph,Chart 16646","[-151.9929969,59.3201991]",8.8,"Wrecks - Submerged, dangerous",,,59.3201991,-151.9929969,value reported (not confirmed),,,,always under water/submerged
578f6fa3df35c7fbdbaed918,"US,US,graph,Chart 16646","[-151.8216321,59.3442222]",0,Wrecks - Visible,,,59.3442222,-151.8216321,,,,,always dry
578f6fa3df35c7fbdbaed919,"US,US,graph,Chart 16646","[-151.9765228,59.3202083]",8.8,"Wrecks - Submerged, dangerous",,,59.3202083,-151.9765228,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed91a,"US,US,graph,Chart 16646","[-152.0033635,59.3466794]",0,"Wrecks - Submerged, dangerous",,,59.3466794,-152.0033635,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaed91b,"US,US,graph,Chart 16646","[-151.7400253,59.4460678]",0,Wrecks - Visible,,,59.4460678,-151.7400253,,,,,always dry
578f6fa3df35c7fbdbaed91c,"US,US,graph,Chart 16646","[-151.7377579,59.4454832]",0,Wrecks - Visible,,,59.4454832,-151.7377579,,,,,always dry
578f6fa3df35c7fbdbaed91d,"US,US,graph,Chart 16646","[-151.7140921,59.4332375]",0,Wrecks - Visible,,,59.4332375,-151.7140921,,,,,always dry
578f6fa3df35c7fbdbaed91e,"US,US,graph,Chart 16646","[-151.709825,59.4367711]",0,Wrecks - Visible,,,59.4367711,-151.709825,,,,,always dry
578f6fa3df35c7fbdbaed91f,"US,US,graph,Chart 16646","[-151.7151562,59.4296672]",0,Wrecks - Visible,,,59.4296672,-151.7151562,,,,,always dry
578f6fa3df35c7fbdbaed920,"US,US,graph,Chart 16646","[-151.7443124,59.4487898]",0,Wrecks - Visible,,Wrecks,59.4487898,-151.7443124,,,,,always dry
578f6fa3df35c7fbdbaed921,"US,US,graph,Chart 16646","[-151.7188801,59.412357]",0,Wrecks - Visible,,,59.412357,-151.7188801,,,,,always dry
578f6fa3df35c7fbdbaed922,"US,US,graph,H-11351","[-146.7026361,60.8990222]",0,Wrecks - Visible,,Wrecks,60.8990222,-146.7026361,,,,,always dry
578f6fa3df35c7fbdbaed923,"US,US,graph,BP-189751-753","[-146.3466294,61.1253437]",0,"Wrecks - Submerged, dangerous",,,61.1253437,-146.3466294,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaed924,"US,US,graph,Chart 16706","[-148.533492,60.795108]",0,Wrecks - Visible,,,60.795108,-148.533492,,,,,always dry
578f6fa3df35c7fbdbaed925,"US,US,graph,Chart 16706","[-148.663507,60.778464]",9.3,"Wrecks - Submerged, dangerous",,,60.778464,-148.663507,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed926,"US,US,graph,Chart 16710","[-145.7963845,60.5798022]",0,Wrecks - Visible,,,60.5798022,-145.7963845,,,,,always dry
578f6fa3df35c7fbdbaed927,"US,US,graph,H-11497","[-145.7847141,60.5821239]",0,Wrecks - Visible,,,60.5821239,-145.7847141,,,,,always dry
578f6fa3df35c7fbdbaed928,"US,US,reprt,17thGCD,LNM 39/97","[-147.8935974,60.1258508]",0,"Wrecks - Submerged, nondangerous",,,60.1258508,-147.8935974,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaed929,"US,US,graph,H-11497","[-145.7930699,60.5798336]",5.7,"Wrecks - Submerged, dangerous",,,60.5798336,-145.7930699,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed92a,"US,US,graph,H-11497","[-145.7807264,60.5848708]",0,Wrecks - Visible,,,60.5848708,-145.7807264,,,,,always dry
578f6fa3df35c7fbdbaed92b,"US,US,graph,Chart 16710","[-145.745127,60.5652286]",0,Wrecks - Visible,,,60.5652286,-145.745127,,,,,always dry
578f6fa3df35c7fbdbaed92c,"US,US,graph,H-11497","[-145.7747997,60.5494755]",4.8,"Wrecks - Submerged, dangerous",,,60.5494755,-145.7747997,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed92d,"US,US,graph,H-11497","[-145.786321,60.5845708]",6,"Wrecks - Submerged, dangerous",,,60.5845708,-145.786321,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed92e,"US,US,graph,Chart 16682","[-149.4218664,60.1232272]",0,"Wrecks - Submerged, dangerous",,,60.1232272,-149.4218664,depth unknown,,,,covers and uncovers
578f6fa3df35c7fbdbaed92f,"US,US,graph,Chart 17378","[-133.701496,56.379773]",0,Wrecks - Visible,,,56.379773,-133.701496,,,,,always dry
578f6fa3df35c7fbdbaed930,"US,US,graph,Chart 17315","[-134.6466567,58.3783589]",0,"Wrecks - Submerged, nondangerous",,,58.3783589,-134.6466567,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaed931,"US,US,reprt,17thCGD,LNM 38/15","[-134.4454425,58.3059236]",0,"Wrecks - Submerged, dangerous",,,58.3059236,-134.4454425,,,,Challenger,always under water/submerged
578f6fa3df35c7fbdbaed932,"US,US,graph,Chart 17315","[-134.6520938,58.3842772]",0,"Wrecks - Submerged, dangerous",,,58.3842772,-134.6520938,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaed933,"US,US,graph,Chart 17315","[-134.5245585,58.3462529]",0,"Wrecks - Submerged, dangerous",,,58.3462529,-134.5245585,depth unknown,,,,covers and uncovers
578f6fa3df35c7fbdbaed934,"US,US,graph,Chart 17315","[-134.7194045,58.3750049]",0,"Wrecks - Submerged, dangerous",,,58.3750049,-134.7194045,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaed935,"US,US,graph,Chart 17315","[-134.2565702,58.2006114]",14.6,"Wrecks - Submerged, dangerous",,,58.2006114,-134.2565702,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed936,"US,US,graph,Chart 17315","[-134.2761203,58.1505027]",0,Wrecks - Visible,,,58.1505027,-134.2761203,,,,,always dry
578f6fa3df35c7fbdbaed937,"US,US,graph,Chart 17315","[-134.4283184,58.2997408]",0,"Wrecks - Submerged, dangerous",,,58.2997408,-134.4283184,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaed938,"US,US,graph,Chart 17315","[-134.4356697,58.3052314]",2.7,"Wrecks - Submerged, dangerous",,,58.3052314,-134.4356697,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed939,"US,US,graph,Chart 17316","[-134.8876607,58.2564165]",0,Wrecks - Visible,,,58.2564165,-134.8876607,,,,,always dry
578f6fa3df35c7fbdbaed93a,"US,US,graph,Chart 17317","[-135.3379538,59.4781683]",0,Wrecks - Visible,,,59.4781683,-135.3379538,,,,,always dry
578f6fa3df35c7fbdbaed93b,"US,US,graph,Chart 17317","[-135.4687934,59.2835876]",10.6,"Wrecks - Submerged, dangerous",,,59.2835876,-135.4687934,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed93c,"US,US,graph,Chart 17312","[-134.754662,58.118588]",0,Wrecks - Visible,,,58.118588,-134.754662,,,,,always dry
578f6fa3df35c7fbdbaed93d,"US,US,graph,Chart 17302","[-136.3435708,58.1909475]",0,"Wrecks - Submerged, dangerous",,,58.1909475,-136.3435708,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaed93e,"US,US,graph,Chart 17302","[-136.3392944,58.1894426]",0,"Wrecks - Submerged, dangerous",,,58.1894426,-136.3392944,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaed93f,"US,US,graph,Chart 16741","[-141.5333804,59.8833547]",0,"Wrecks - Submerged, nondangerous",,,59.8833547,-141.5333804,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaed940,"US,US,graph,Chart 17323","[-135.6661929,57.4076417]",0,Wrecks - Visible,,,57.4076417,-135.6661929,,,,,always dry
578f6fa3df35c7fbdbaed941,"US,US,graph,Chart 17323","[-135.622469,57.4088649]",43.8,"Wrecks - Submerged, nondangerous",,,57.4088649,-135.622469,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed942,"US,US,graph,Chart 17324","[-135.5141575,57.2282206]",0,Wrecks - Visible,,,57.2282206,-135.5141575,,,,,always dry
578f6fa3df35c7fbdbaed943,"US,US,graph,Chart 17324","[-135.3786089,57.1304456]",38.4,"Wrecks - Submerged, dangerous",,,57.1304456,-135.3786089,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed944,"US,US,graph,Chart 17326","[-135.1858955,56.7980577]",38.4,"Wrecks - Submerged, dangerous",,,56.7980577,-135.1858955,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed945,"US,US,graph,Chart 17327","[-135.3499846,57.0446881]",6.4,"Wrecks - Submerged, dangerous",,,57.0446881,-135.3499846,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed946,"US,US,graph,Chart 17327","[-135.2897705,57.0113958]",0,Wrecks - Visible,,,57.0113958,-135.2897705,,,,,always dry
578f6fa3df35c7fbdbaed947,"US,US,graph,Chart 17327","[-135.3582541,57.056154]",7.3,"Wrecks - Submerged, dangerous",,,57.056154,-135.3582541,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed948,"US,US,graph,Chart 17327","[-135.3661243,57.0593072]",11.7,"Wrecks - Submerged, dangerous",,,57.0593072,-135.3661243,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed949,"US,US,reprt,17thCGD,LNM 24/07","[-135.29,57.0411111]",0,Wrecks - Visible,,,57.0411111,-135.29,,,,,always dry
578f6fa3df35c7fbdbaed94a,"US,US,graph,Chart 17327","[-135.3214098,57.0314214]",18.8,"Wrecks - Submerged, dangerous",,,57.0314214,-135.3214098,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed94b,"US,US,graph,Chart 17327","[-135.3608413,57.0560695]",-0.9,"Wrecks - Submerged, dangerous",,,57.0560695,-135.3608413,least depth known,,,,covers and uncovers
578f6fa3df35c7fbdbaed94c,"US,US,graph,Chart 17327","[-135.3433891,57.0497584]",8.8,"Wrecks - Submerged, dangerous",,,57.0497584,-135.3433891,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed94d,"US,US,graph,Chart 17327","[-135.3450363,57.0488902]",5.1,"Wrecks - Submerged, dangerous",,,57.0488902,-135.3450363,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed94e,"US,US,graph,Chart 17327","[-135.3515111,57.0556869]",7.3,"Wrecks - Submerged, dangerous",,,57.0556869,-135.3515111,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed94f,"US,US,reprt,17th CGD LNM 49/13","[-135.3548596,57.0568427]",0,"Wrecks - Submerged, dangerous",,,57.0568427,-135.3548596,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaed950,"US,US,reprt,17th CGD LNM 30/14","[-135.3524555,57.055648]",0,"Wrecks - Submerged, dangerous",,,57.055648,-135.3524555,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaed951,"US,US,graph,Chart 17338","[-135.0442999,57.4620664]",0,Wrecks - Visible,,,57.4620664,-135.0442999,,,,,always dry
578f6fa3df35c7fbdbaed952,"US,US,graph,Chart 17338","[-134.8338399,57.4982531]",0,"Wrecks - Submerged, nondangerous",,,57.4982531,-134.8338399,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaed953,"US,US,graph,Chart 17338","[-134.877658,57.4788211]",0,"Wrecks - Submerged, dangerous",,,57.4788211,-134.877658,depth unknown,,,,always under water/submerged
578f6fa3df35c7fbdbaed954,"US,US,graph,Chart 17338","[-134.9491014,57.5167284]",0,Wrecks - Visible,,,57.5167284,-134.9491014,,,,,always dry
578f6fa3df35c7fbdbaed955,"US,US,graph,Chart 17372","[-133.7504247,56.6782874]",0,Wrecks - Visible,,,56.6782874,-133.7504247,,,,,always dry
578f6fa3df35c7fbdbaed956,"US,US,graph,H-11447","[-132.9674019,56.7722955]",4.8,"Wrecks - Submerged, dangerous",,,56.7722955,-132.9674019,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed957,"US,US,graph,H-11448","[-132.9360379,56.6773215]",3,"Wrecks - Submerged, dangerous",,,56.6773215,-132.9360379,least depth known,,,,always under water/submerged
578f6fa3df35c7fbdbaed958,"US,US,graph,Chart 17375","[-132.9300705,56.6341937]",0,Wrecks - Visible,,,56.6341937,-132.9300705,,,,,always dry
578f6fa3df35c7fbdbaed959,"US,US,graph,Chart 17375","[-132.9936607,56.8135576]",0,Wrecks - Visible,,,56.8135576,-132.9936607,,,,,always dry
578f6fa3df35c7fbdbaed95a,"US,US,graph,Chart 17375","[-132.9694714,56.8187994]",0,Wrecks - Visible,,,56.8187994,-132.9694714,,,,,always dry
